Functional Size,Adjusted Function Points,Value Adjustment Factor,Normalised Work Effort Level 1,Normalised Work Effort,Normalised Level 1 PDR (ufp),Normalised PDR (ufp),Speed of Delivery,Project Elapsed Time,Effort Plan,Effort Specify,Effort Design,Effort Build,Effort Test,Effort Implement,Effort Unphased,Development Type,Client Server?,Development Platform,Language Type,CASE Tool Used,How Methodology Acquired,Average Team Size,Defect Density
191,191.0,1.021941545,571.0,737,3.0,3.9,19.1,2.0,0.0,0.0,73.0,256.0,236.0,6.0,0.0,1,1,3,2,1,0,5.261340206,0.0
292,303.0,1.04,5316.463277000001,3570,15.99293785,12.2,8.1,12.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.3091719999998,1,0,3,2,1,1,5.261340206,24.0
4167,3625.0,0.87,4787.0,11934,1.1,2.9,24.5,17.0,601.0,715.0,621.5263158,1731.0,677.0,1063.0,0.0,1,1,0,2,1,1,5.261340206,3.1
304,304.0,1.021941545,5377.0,5377,17.7,17.7,3.8,10.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,5377.0,0,0,0,1,0,0,3.0,36.2
132,132.0,1.0,1485.0,1485,11.3,11.3,3.7,12.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1485.0,0,1,2,1,1,0,5.261340206,15.2
811,811.0,1.021941545,1076.0,1681,1.3,2.1,10.42982107,2.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1076.0,0,0,0,1,1,0,5.261340206,2.5
42,29.0,0.7,5316.463277000001,932,15.99293785,22.2,10.42982107,8.957260274,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.3091719999998,1,1,0,1,1,1,3.2,47.6
28,28.0,1.0,686.0,686,24.5,24.5,1.8,4.0,209.0,22.0,621.5263158,315.0,48.0,372.0342857,92.0,1,1,1,1,1,0,5.261340206,142.9
62,76.0,1.23,2049.0,2049,33.0,33.0,10.42982107,8.957260274,300.0,400.0,621.5263158,556.0,1171.996516,424.0,0.0,0,0,3,2,1,0,2.0,0.0
249,249.0,1.0,2204.0,2204,8.9,8.9,1.8,15.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2204.0,0,1,2,2,1,0,5.261340206,0.0
55,55.0,1.021941545,675.0,740,12.3,13.5,5.5,5.0,15.0,80.0,85.0,420.0,45.0,30.0,0.0,2,1,2,2,1,0,1.3,72.7
171,171.0,1.021941545,2779.0,4342,16.3,25.4,10.42982107,4.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2779.0,0,0,0,1,1,0,5.261340206,5.8
387,387.0,1.0,1235.0,1235,3.2,3.2,19.4,5.0,608.9672897,961.5682819,621.5263158,902.0,298.0,372.0342857,35.0,0,1,1,0,1,0,5.261340206,28.4
11,11.0,1.021941545,40.0,40,3.6,3.6,11.0,0.5,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,40.0,0,1,0,1,1,0,5.261340206,0.0
263,263.0,1.021941545,911.0,911,3.5,3.5,8.8,3.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,911.0,0,1,2,1,0,0,5.261340206,0.0
202,190.0,0.94,1171.0,1171,5.8,5.8,4.0,10.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1171.0,0,0,1,1,1,0,5.0,34.7
272,294.0,1.08,5316.463277000001,1248,15.99293785,4.6,10.42982107,7.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.3091719999998,1,0,0,2,0,1,5.261340206,99.3
474,474.0,1.0,1644.0,1644,3.5,3.5,13.5,7.0,159.0,961.5682819,621.5263158,1351.0,84.0,372.0342857,50.0,1,1,1,1,1,0,2.0,4.2
149,142.0,0.95,174.0,193,1.2,1.3,12.4,2.0,608.9672897,961.5682819,621.5263158,3261.750943,55.0,372.0342857,119.0,1,0,3,2,1,1,2.0,0.0
4,4.0,1.021941545,24.0,24,6.0,6.0,4.0,0.5,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,24.0,0,1,0,1,1,0,5.261340206,0.0
399,395.0,0.99,5900.0,5900,14.8,14.8,5.7,14.0,367.0,438.0,621.5263158,3127.0,1626.0,342.0,0.0,2,0,0,2,0,1,5.261340206,32.6
228,228.0,1.021941545,2877.0,2877,12.6,12.6,6.3,4.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2877.0,1,1,2,2,1,0,5.261340206,4.4
455,455.0,1.0,10670.0,10670,23.5,23.5,3.8,20.0,440.0,760.0,621.5263158,8450.0,840.0,372.0342857,180.0,1,1,1,2,1,0,5.261340206,164.8
199,199.0,1.0,3746.0,3746,18.8,18.8,3.2,9.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,3746.0,0,1,2,1,1,0,7.0,15.1
58,58.0,1.021941545,278.0,278,4.8,4.8,10.42982107,2.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,278.0,0,1,2,1,1,2,5.261340206,51.7
270,270.0,1.021941545,3430.0,3430,12.7,12.7,5.4,10.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,3430.0,0,1,2,1,1,0,5.261340206,3.7
161,161.0,1.0,1146.0,1146,7.1,7.1,8.1,5.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1146.0,0,0,3,2,1,0,4.0,31.1
100,100.0,1.021941545,486.0,552,4.9,5.5,11.8,1.7,0.0,18.0,24.0,408.0,30.0,6.0,2853.3091719999998,2,1,0,1,1,0,5.261340206,0.0
53,46.0,0.87,344.0,344,6.5,6.5,10.42982107,6.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,344.0,0,0,0,2,0,1,5.261340206,0.0
55,55.0,1.021941545,1028.0,1606,18.7,29.2,10.42982107,1.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1028.0,0,0,0,1,1,0,5.261340206,0.0
733,733.0,1.0,4544.0,4544,6.2,6.2,11.3,13.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,4544.0,1,1,2,1,0,0,5.261340206,0.0
82,82.0,1.021941545,410.0,410,5.0,5.0,10.42982107,3.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,410.0,0,1,2,1,1,2,5.261340206,12.2
244,244.0,1.0,5316.463277000001,191,15.99293785,0.8,34.9,7.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.3091719999998,1,0,3,2,1,1,5.261340206,16.4
446,357.0,0.8,1746.0,1746,3.9,3.9,10.42982107,15.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1746.0,1,1,1,2,0,0,5.261340206,0.0
6,6.0,1.021941545,36.0,36,6.0,6.0,10.42982107,0.2,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,36.0,0,1,2,1,1,2,5.261340206,0.0
441,441.0,1.0,454.0,454,1.0,1.0,15.8,7.0,14.0,7.0,621.5263158,252.0,167.0,372.0342857,14.0,0,1,1,2,1,0,1.5,11.3
335,298.0,0.89,2409.0,2409,7.2,7.2,4.7,6.0,59.0,310.0,621.5263158,1545.0,426.0,69.0,0.0,1,0,0,1,1,1,6.3,0.0
112,101.0,0.9,406.0,406,3.6,3.6,14.0,8.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,406.0,1,0,3,2,0,0,1.0,8.9
195,193.0,0.99,5316.463277000001,1717,15.99293785,8.8,10.8,3.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.3091719999998,0,0,1,1,0,0,3.2,10.3
144,99.0,0.69,34.0,558,0.2,3.9,9.0,4.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,34.0,0,1,0,1,1,0,5.261340206,0.0
32,23.0,0.73,1543.0,1543,48.2,48.2,1.3,6.0,608.9672897,392.0,621.5263158,776.0,1171.996516,122.0,253.0,0,1,0,1,1,0,5.261340206,0.0
101,76.0,0.75,5316.463277000001,1042,15.99293785,10.3,10.42982107,4.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.3091719999998,0,0,0,1,0,1,5.261340206,99.0
324,324.0,1.0,5499.0,5499,17.0,17.0,2.7,10.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,5499.0,1,0,0,1,1,0,12.0,0.0
454,454.0,1.021941545,5308.0,5144,11.7,11.3,10.42982107,8.957260274,2363.0,0.0,0.0,2502.0,278.0,165.0,2853.3091719999998,1,1,3,2,1,0,5.261340206,0.0
25,25.0,1.021941545,358.0,358,14.3,14.3,10.42982107,2.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,358.0,0,1,2,2,1,2,5.261340206,80.0
182,180.0,0.99,5316.463277000001,700,15.99293785,3.8,36.4,5.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.3091719999998,0,1,1,1,0,0,5.261340206,11.0
287,287.0,1.0,10157.0,10157,35.4,35.4,10.42982107,27.6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,10157.0,0,1,2,1,0,1,5.261340206,0.0
194,194.0,1.021941545,5316.463277000001,3934,15.99293785,20.3,4.0,7.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.3091719999998,1,1,1,1,0,1,4.8,20.6
838,838.0,1.021941545,2678.0,2678,3.2,3.2,8.4,20.0,320.0,550.0,210.0,797.0,603.0,198.0,0.0,1,1,3,1,0,0,2.5,1.2
279,279.0,1.021941545,385.0,385,1.4,1.4,139.5,2.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,385.0,1,0,3,1,1,0,5.261340206,3.6
35,35.0,1.01,1828.0,2031,52.2,58.0,0.6,18.0,608.9672897,961.5682819,621.5263158,3261.750943,585.0,372.0342857,1243.0,1,0,0,1,1,1,2.0,57.1
198,198.0,1.0,1085.0,1085,5.5,5.5,16.5,4.0,50.0,50.0,621.5263158,597.0,203.0,372.0342857,185.0,1,1,1,1,1,0,5.261340206,55.6
95,95.0,1.0,1044.0,1044,11.0,11.0,1.9,10.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1044.0,1,0,3,1,1,0,5.261340206,10.5
279,258.0,0.92,1568.0,1568,5.6,5.6,23.3,3.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1568.0,0,1,0,2,0,1,5.261340206,3.6
6,6.0,1.0,180.0,200,30.0,33.3,0.5,6.0,608.9672897,961.5682819,621.5263158,3261.750943,41.0,372.0342857,139.0,0,0,0,1,1,1,1.0,0.0
1052,1052.0,1.0,7887.0,39104,7.5,37.2,1.7,12.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,7887.0,0,1,0,2,1,0,5.261340206,0.0
397,496.0,1.021941545,1547.0,1547,3.9,3.9,8.8,9.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1547.0,0,0,0,1,1,0,5.0,0.0
157,162.0,1.03,1754.0,1754,11.2,11.2,4.9,8.0,170.0,486.0,621.5263158,806.0,159.0,133.0,0.0,1,0,0,1,1,1,2.8,57.3
696,696.0,1.021941545,6023.0,6023,8.7,8.7,5.4,13.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,6023.0,0,1,2,2,1,0,5.261340206,15.8
515,546.0,1.06,302.0,8114,0.6,15.8,4.6,16.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,302.0,1,1,0,2,1,0,5.261340206,0.0
2480,2406.0,0.97,10600.0,11700,4.3,4.7,10.42982107,12.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,10600.0,1,1,0,0,1,0,5.261340206,8.1
538,699.0,1.3,8060.0,8060,15.0,15.0,10.42982107,12.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,8060.0,0,1,3,1,1,0,5.261340206,0.0
201,201.0,1.021941545,1744.0,1744,8.7,8.7,10.42982107,8.957260274,151.0,149.0,621.5263158,650.0,1171.996516,480.0,0.0,1,0,3,1,0,0,5.261340206,373.1
119,155.0,1.3,7150.0,7150,60.1,60.1,10.42982107,12.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,7150.0,0,1,3,1,1,0,5.261340206,0.0
331,397.0,1.2,8176.0,8176,24.7,24.7,3.2,17.0,1247.0,528.0,621.5263158,4088.0,1171.996516,680.0,1633.0,1,1,0,1,1,0,5.261340206,0.0
42,42.0,1.021941545,192.0,300,4.6,7.1,10.42982107,2.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,192.0,0,0,3,0,1,0,5.261340206,23.8
777,777.0,1.0,7119.0,7119,9.2,9.2,7.8,20.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,7119.0,1,1,2,1,1,0,5.261340206,16.7
456,529.0,1.16,15353.0,21684,33.7,47.6,6.9,6.0,608.9672897,961.5682819,621.5263158,9826.0,0.0,372.0342857,0.0,1,0,0,1,1,1,7.8,0.0
1233,1233.0,1.0,20041.0,20041,16.3,16.3,4.3,9.0,5097.0,2540.0,621.5263158,990.0,1958.0,372.0342857,9456.0,0,1,1,0,1,0,5.261340206,7.3
180,194.0,1.08,3624.0,4027,20.1,22.4,7.2,5.0,608.9672897,961.5682819,621.5263158,3261.750943,374.0,372.0342857,3250.0,1,0,0,1,1,1,2.0,0.0
259,259.0,1.021941545,8963.0,8963,34.6,34.6,1.4,20.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,8963.0,1,1,2,1,0,0,5.261340206,3.9
91,91.0,1.021941545,939.0,1467,10.3,16.1,10.42982107,2.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,939.0,2,0,3,2,1,0,5.261340206,0.0
335,342.0,1.02,218.0,2028,0.7,6.1,6.0,8.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,218.0,1,1,0,2,1,0,5.261340206,0.0
265,286.0,1.08,1464.0,1464,5.5,5.5,5.5,6.0,120.0,288.0,621.5263158,592.0,372.0,92.0,0.0,0,0,0,1,0,1,8.0,18.9
28,28.0,1.021941545,279.0,279,10.0,10.0,2.2,4.3,13.0,34.0,17.0,70.0,118.0,27.0,0.0,0,1,0,1,0,0,1.8,35.7
367,367.0,1.021941545,2930.0,2930,8.0,8.0,5.1,12.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2930.0,0,1,2,1,0,0,5.261340206,5.4
292,292.0,1.0,6680.0,6680,22.9,22.9,3.7,20.0,280.0,490.0,621.5263158,5680.0,120.0,372.0342857,110.0,1,1,1,2,1,0,5.261340206,222.6
159,159.0,1.0,5316.463277000001,1704,15.99293785,10.7,5.3,6.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.3091719999998,0,1,0,0,1,0,5.261340206,0.0
144,144.0,1.0,809.0,809,5.6,5.6,9.6,5.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,809.0,0,0,0,1,1,0,5.261340206,34.7
393,393.0,1.0,6660.0,6660,16.9,16.9,3.3,10.0,490.0,410.0,621.5263158,4750.0,710.0,372.0342857,300.0,0,1,1,0,1,0,5.261340206,0.0
474,374.0,0.79,310.0,5673,0.7,12.0,2.8,9.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,310.0,0,1,0,1,1,0,5.261340206,0.0
1239,1177.0,0.95,5316.463277000001,11514,15.99293785,9.3,10.42982107,4.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2853.3091719999998,0,0,0,0,0,1,5.261340206,3.2
113,113.0,1.0,6710.0,6710,59.4,59.4,1.2,12.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,6710.0,0,1,0,1,0,1,5.261340206,0.0
615,738.0,1.2,2786.0,2786,4.5,4.5,5.9,7.0,206.0,50.0,100.0,464.0,1641.0,325.0,0.0,2,1,3,1,0,1,8.0,4.9
171,171.0,1.021941545,1537.0,2402,9.0,14.0,10.42982107,3.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1537.0,0,0,0,1,1,0,5.261340206,5.8
114,128.0,1.12,1860.0,1860,16.3,16.3,10.42982107,6.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1860.0,0,1,3,1,1,0,5.261340206,0.0
221,221.0,1.0,624.0,843,2.8,3.8,24.6,3.0,56.0,961.5682819,621.5263158,485.0,82.0,372.0342857,1.0,0,1,1,0,1,0,5.261340206,285.1
1606,1606.0,1.0,17230.0,17230,10.7,10.7,7.2,7.0,3794.0,791.0,621.5263158,555.0,1584.0,372.0342857,10506.0,0,1,1,0,1,0,5.261340206,2.5
91,91.0,1.021941545,474.0,741,5.2,8.1,10.42982107,1.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,474.0,0,1,3,2,1,0,5.261340206,44.0
71,89.0,1.25,2161.0,2221,30.4,31.3,10.42982107,5.0,60.0,236.0,450.0,700.0,670.0,45.0,0.0,0,0,0,1,0,1,5.261340206,0.0
135,119.0,0.88,700.0,700,5.2,5.2,10.42982107,8.957260274,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,700.0,1,1,3,2,1,0,5.261340206,37.0
184,202.0,1.1,2752.0,2752,15.0,15.0,7.5,3.5,432.0,120.0,621.5263158,900.0,1200.0,100.0,0.0,0,1,3,0,1,0,4.4,81.5
303,303.0,1.021941545,2224.0,3475,7.3,11.5,10.42982107,4.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2224.0,1,1,3,2,1,0,5.261340206,16.5
292,283.0,0.97,5650.0,5650,19.3,19.3,10.42982107,13.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,5650.0,1,1,0,1,1,0,5.261340206,10.3
334,334.0,1.021941545,2648.0,2648,7.9,7.9,4.6,9.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,2648.0,0,1,2,2,1,0,5.261340206,47.9
1670,1670.0,1.021941545,5906.0,10206,3.5,6.1,4.6,19.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,5906.0,1,1,3,2,1,1,5.261340206,1.8
4,4.0,1.021941545,24.0,24,6.0,6.0,10.42982107,0.3,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,24.0,0,1,2,1,1,2,5.261340206,0.0
160,160.0,1.021941545,1216.0,1900,7.6,11.9,10.42982107,6.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1216.0,0,1,0,0,1,0,5.261340206,31.3
615,713.0,1.16,4396.0,4396,7.1,7.1,10.42982107,6.9,608.9672897,0.0,621.5263158,3261.750943,1171.996516,0.0,3253.0,0,1,1,2,0,0,5.261340206,14.6
72,72.0,1.021941545,418.0,418,5.8,5.8,10.42982107,2.1,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,418.0,1,1,2,1,1,2,5.261340206,27.8
644,799.0,1.24,4500.0,4839,7.0,7.5,11.7,11.0,100.0,500.0,621.5263158,2700.0,1200.0,0.0,0.0,0,1,0,1,0,0,2.4,48.1
184,201.0,1.09,1830.0,1830,9.9,9.9,8.5,3.6,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1830.0,0,0,0,1,1,0,5.261340206,0.0
575,610.0,1.06,950.0,950,1.7,1.7,63.9,3.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,950.0,1,1,1,2,0,1,5.261340206,5.2
13,13.0,1.021941545,146.0,146,11.2,11.2,10.42982107,0.8,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,146.0,0,1,2,2,1,2,5.261340206,0.0
268,322.0,1.2,4915.0,4915,18.3,18.3,10.42982107,17.0,24.0,961.5682819,621.5263158,963.0,1793.0,1201.0,0.0,0,1,0,0,1,0,5.261340206,3.7
41,48.0,1.16,367.0,408,9.0,10.0,8.2,1.0,608.9672897,961.5682819,621.5263158,3261.750943,220.0,372.0342857,147.0,0,0,1,0,1,1,2.0,0.0
39,39.0,1.0,823.0,823,21.1,21.1,6.5,2.0,88.0,961.5682819,621.5263158,595.0,126.0,372.0342857,14.0,0,1,1,0,1,0,5.261340206,153.8
160,160.0,1.021941545,1136.0,1136,7.1,7.1,10.42982107,7.2,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,1136.0,0,1,2,1,1,2,5.261340206,37.5
9,9.0,1.0,2947.0,2947,327.4,327.4,10.42982107,7.0,104.0,961.5682819,621.5263158,2351.0,266.0,372.0342857,226.0,0,1,1,1,1,0,5.261340206,1111.1
777,855.0,1.1,6726.0,27091,8.7,34.9,1.7,12.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,6726.0,0,1,0,1,1,0,5.261340206,0.0
2521,2824.0,1.12,57156.0,57156,22.7,22.7,10.42982107,12.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,57156.0,0,1,3,1,1,0,5.261340206,0.0
158,150.0,0.95,942.0,1177,6.0,7.4,10.42982107,7.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,942.0,1,0,3,2,0,0,5.261340206,31.6
1018,1018.0,1.0,60826.0,60826,59.8,59.8,10.42982107,20.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,60826.0,1,1,2,1,1,0,5.261340206,15.7
34,39.0,1.16,1875.0,1875,55.1,55.1,0.5,12.0,608.9672897,199.0,179.0,432.0,312.0,584.0,0.0,0,1,3,1,1,1,1.4,147.1
119,96.0,0.81,3197.0,4530,26.9,38.1,10.42982107,8.0,608.9672897,306.0,621.5263158,3261.750943,877.0,372.0342857,0.0,1,0,0,1,0,1,5.261340206,25.2
34,34.0,1.021941545,954.0,1491,28.1,43.9,10.42982107,2.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,954.0,0,0,0,1,1,0,5.261340206,0.0
208,208.0,1.021941545,3482.0,3482,16.7,16.7,3.3,8.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,3482.0,0,1,2,1,1,0,5.261340206,24.0
751,751.0,1.0,3114.0,3114,4.1,4.1,0.9,84.0,37.0,438.0,126.0,1860.0,372.0,40.0,241.0,1,1,3,1,1,0,7.0,36.0
119,126.0,1.06,2660.0,2956,22.4,24.8,2.4,10.0,608.9672897,961.5682819,621.5263158,3261.750943,80.0,372.0342857,2580.0,1,0,0,1,1,1,2.0,8.4
367,356.0,0.97,740.0,9309,2.0,25.4,3.7,5.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,740.0,0,1,0,1,1,0,5.261340206,0.0
48,58.0,1.2,1137.0,1137,23.7,23.7,10.42982107,5.0,67.0,56.0,117.0,579.0,238.0,372.0342857,0.0,0,1,0,0,1,0,5.261340206,0.0
3088,3088.0,1.021941545,4266.0,4266,1.4,1.4,10.42982107,8.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,4266.0,0,0,3,1,1,0,5.261340206,2.9
100,82.0,0.82,440.0,440,4.4,4.4,33.3,3.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,440.0,1,0,0,1,1,1,1.0,30.0
1387,1387.0,1.021941545,7491.0,11705,5.4,8.4,10.42982107,12.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,7491.0,0,0,0,2,1,0,5.261340206,33.9
44,44.0,1.021941545,317.0,317,7.2,7.2,10.42982107,1.3,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,317.0,0,1,2,2,1,2,5.261340206,22.7
272,326.0,1.2,3347.0,3347,12.3,12.3,10.42982107,13.0,510.0,418.0,94.0,1128.0,1025.0,172.0,0.0,0,1,0,0,1,0,5.261340206,3.7
492,492.0,1.021941545,13912.0,13912,28.3,28.3,5.8,12.2,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,13912.0,0,1,1,1,0,0,5.261340206,6.1
57,68.0,1.2,1810.0,1810,31.8,31.8,10.42982107,7.0,264.0,109.0,80.0,556.0,697.0,104.0,0.0,0,1,0,0,1,0,5.261340206,87.7
805,826.0,1.03,11045.0,11045,13.7,13.7,8.8,13.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,11045.0,0,1,0,2,0,1,5.261340206,22.4
235,235.0,1.0,5548.0,5548,23.6,23.6,1.5,16.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,5548.0,0,0,0,1,0,0,5.261340206,59.6
78,78.0,1.021941545,484.0,484,6.2,6.2,10.42982107,3.0,608.9672897,961.5682819,621.5263158,3261.750943,1171.996516,372.0342857,484.0,1,1,2,1,1,2,5.261340206,12.8
255,265.0,1.04,14040.0,14040,55.1,55.1,1.0,13.0,274.0,2908.0,621.5263158,4151.0,1171.996516,1324.0,5383.0,0,1,0,1,1,0,5.261340206,0.0
